site_id,utc_time,epoch_time,lat,lon,sitetype,pm25,pm10,no2,co,o3,so2,weather,temperature,pressure,humidity,wind_direction,wind_speed_kmph
yungang_aq,2018-05-20 10:00:00,1526810400,39.82,116.15,Urban Stations,21,22,7,0.4,91,2,CLOUDY,17.81,1000.23,62.2,127.83,4.06
gucheng_aq,2018-05-20 10:00:00,1526810400,39.91,116.18,Urban Stations,31,,28,0.5,103,2,CLOUDY,17.83,1002.03,62.32,119.83,4.62
fangshan_aq,2018-05-20 10:00:00,1526810400,39.74,116.14,Suburban Stations,23,37,33,0.5,108,2,CLOUDY,17.93,1003.02,61.6,122.71,3.47
daxing_aq,2018-05-20 10:00:00,1526810400,39.72,116.4,Suburban Stations,,,,,,,CLOUDY,18,1012.28,59.88,107.8,3.88
yizhuang_aq,2018-05-20 10:00:00,1526810400,39.8,116.51,Suburban Stations,65,68,47,2,41,7,CLOUDY,18.04,1012.58,59.74,110.03,4.34
tongzhou_aq,2018-05-20 10:00:00,1526810400,39.89,116.66,Suburban Stations,77,110,67,3.3,23,15,CLOUDY,18.06,1013.57,58.77,112.22,5
shunyi_aq,2018-05-20 10:00:00,1526810400,40.13,116.66,Suburban Stations,25,,12,0.7,112,2,CLOUDY,18,1011.88,62.03,121.02,3.99
pingchang_aq,2018-05-20 10:00:00,1526810400,40.22,116.23,Suburban Stations,26,,16,0.4,109,2,CLOUDY,17,991.01,68.75,115.96,6.02
mentougou_aq,2018-05-20 10:00:00,1526810400,39.94,116.11,Suburban Stations,26,,30,0.5,116,2,CLOUDY,17.33,987.87,67.05,127.44,5.38
pinggu_aq,2018-05-20 10:00:00,1526810400,40.14,117.1,Suburban Stations,46,62,56,2.4,51,25,CLOUDY,19,998.05,63.95,135.53,6.15
huairou_aq,2018-05-20 10:00:00,1526810400,40.33,116.63,Suburban Stations,15,22,8,0.4,113,2,CLOUDY,17.15,992.07,70.98,146.63,4.23
miyun_aq,2018-05-20 10:00:00,1526810400,40.37,116.83,Suburban Stations,12,,8,0.5,121,2,CLOUDY,17,991.95,70.06,164.63,5.03
yanqin_aq,2018-05-20 10:00:00,1526810400,40.45,115.97,Suburban Stations,19,,22,0.4,110,2,CLOUDY,14,938.6,78.61,124.8,8.93
dingling_aq,2018-05-20 10:00:00,1526810400,40.29,116.22,Other Stations,9,15,16,0.4,97,2,CLOUDY,16.84,976.33,73.26,119.84,6.5
badaling_aq,2018-05-20 10:00:00,1526810400,40.37,115.99,Other Stations,22,,20,0.5,101,2,CLOUDY,14.42,945.48,78.15,121.34,8.74
miyunshuiku_aq,2018-05-20 10:00:00,1526810400,40.5,116.91,Other Stations,14,16,9,0.4,122,2,CLOUDY,17,981.84,73.01,178.1,6.14
donggaocun_aq,2018-05-20 10:00:00,1526810400,40.1,117.12,Other Stations,54,74,47,1.7,57,20,CLOUDY,19,999.99,63.05,133.1,6.5
yongledian_aq,2018-05-20 10:00:00,1526810400,39.71,116.78,Other Stations,74,,39,1.7,53,8,PARTLY_CLOUDY_DAY,18.93,1014.41,56.58,127.22,7.33
yufa_aq,2018-05-20 10:00:00,1526810400,39.52,116.3,Other Stations,49,,20,0.9,82,2,CLOUDY,18.76,1012.91,61.75,74.5,3.8
liulihe_aq,2018-05-20 10:00:00,1526810400,39.58,116,Other Stations,17,35,22,0.4,113,2,PARTLY_CLOUDY_DAY,18,1004.54,63,88.76,2.74
qianmen_aq,2018-05-20 10:00:00,1526810400,39.9,116.39,Stations Near Traffic,47,84,68,1.4,43,3,CLOUDY,18,1011.3,59.19,108.32,4.12
yongdingmennei_aq,2018-05-20 10:00:00,1526810400,39.88,116.39,Stations Near Traffic,56,77,56,1.2,46,5,CLOUDY,18,1011.15,59.41,109.29,4.13
xizhimenbei_aq,2018-05-20 10:00:00,1526810400,39.95,116.35,Stations Near Traffic,46,,51,0.7,79,2,CLOUDY,17.93,1008.2,60.84,110.76,4.47
nansanhuan_aq,2018-05-20 10:00:00,1526810400,39.86,116.37,Stations Near Traffic,42,55,79,1.1,40,4,CLOUDY,18,1011,59.56,110.58,4.11
dongsihuan_aq,2018-05-20 10:00:00,1526810400,39.94,116.48,Stations Near Traffic,33,70,83,1.2,30,7,CLOUDY,18,1012.23,59.52,106.72,4.11
dongsi_aq,2018-05-20 11:00:00,1526814000,39.93,116.42,Urban Stations,65,106,58,1.8,40,9,CLOUDY,18,1011.03,61.37,87.17,3.87
tiantan_aq,2018-05-20 11:00:00,1526814000,39.89,116.41,Urban Stations,72,103,62,2,24,2,CLOUDY,18,1011.5,61.19,87.67,3.75
guanyuan_aq,2018-05-20 11:00:00,1526814000,39.93,116.34,Urban Stations,84,86,44,1.6,50,3,CLOUDY,17.92,1009.05,61.78,94.19,3.81
wanshouxigong_aq,2018-05-20 11:00:00,1526814000,39.88,116.35,Urban Stations,67,144,45,2,36,3,CLOUDY,17.93,1010.17,61.56,93.21,3.65
aotizhongxin_aq,2018-05-20 11:00:00,1526814000,39.98,116.4,Urban Stations,55,73,52,1.4,48,4,CLOUDY,17.95,1009.77,61.61,86.37,4.03
nongzhanguan_aq,2018-05-20 11:00:00,1526814000,39.94,116.46,Urban Stations,51,77,51,1.6,38,6,CLOUDY,18,1012.19,61,84.09,3.9
wanliu_aq,2018-05-20 11:00:00,1526814000,39.99,116.29,Urban Stations,34,38,31,0.6,92,2,CLOUDY,17.81,1005.84,63.12,97.58,4.31
beibuxinqu_aq,2018-05-20 11:00:00,1526814000,40.09,116.17,Urban Stations,29,43,30,0.7,85,2,CLOUDY,17.16,991.96,68.31,108.99,5.27
zhiwuyuan_aq,2018-05-20 11:00:00,1526814000,40,116.21,Urban Stations,,,,,,,CLOUDY,17.76,1000.92,64.82,105.76,4.71
fengtaihuayuan_aq,2018-05-20 11:00:00,1526814000,39.86,116.28,Urban Stations,46,59,39,1,77,2,CLOUDY,17.77,1008.38,61.9,99.41,3.44
yungang_aq,2018-05-20 11:00:00,1526814000,39.82,116.15,Urban Stations,21,27,9,0.4,77,2,CLOUDY,17.07,999.28,64.54,118.31,2.99
gucheng_aq,2018-05-20 11:00:00,1526814000,39.91,116.18,Urban Stations,36,37,37,0.6,90,2,CLOUDY,17.29,1000.51,64.42,110.41,3.83
fangshan_aq,2018-05-20 11:00:00,1526814000,39.74,116.14,Suburban Stations,25,36,36,0.5,99,2,CLOUDY,17,1002.56,63.83,109.06,2.33
daxing_aq,2018-05-20 11:00:00,1526814000,39.72,116.4,Suburban Stations,,,,,,,CLOUDY,18,1012.37,62.04,94.48,3.14
yizhuang_aq,2018-05-20 11:00:00,1526814000,39.8,116.51,Suburban Stations,67,77,62,2.6,26,11,CLOUDY,18,1012.69,61.79,94.64,3.72
tongzhou_aq,2018-05-20 11:00:00,1526814000,39.89,116.66,Suburban Stations,95,129,69,3.2,23,17,CLOUDY,18.06,1013.74,60.91,93.58,4.68
shunyi_aq,2018-05-20 11:00:00,1526814000,40.13,116.66,Suburban Stations,27,,15,0.7,105,2,CLOUDY,17.88,1011.93,63.86,82.5,3.44
pingchang_aq,2018-05-20 11:00:00,1526814000,40.22,116.23,Suburban Stations,21,29,22,0.5,93,2,CLOUDY,17,990.14,69.75,107.29,5.37
mentougou_aq,2018-05-20 11:00:00,1526814000,39.94,116.11,Suburban Stations,25,35,35,0.5,105,2,CLOUDY,17.09,987.57,68.75,121.95,4.51
pinggu_aq,2018-05-20 11:00:00,1526814000,40.14,117.1,Suburban Stations,47,72,52,1.9,51,22,CLOUDY,18.87,998.18,66.95,117.24,4.79
huairou_aq,2018-05-20 11:00:00,1526814000,40.33,116.63,Suburban Stations,13,29,12,0.5,106,2,CLOUDY,17.07,992.18,72.78,119.81,2.84
miyun_aq,2018-05-20 11:00:00,1526814000,40.37,116.83,Suburban Stations,16,19,13,0.5,110,2,CLOUDY,17,991.93,72.22,145,3.21
yanqin_aq,2018-05-20 11:00:00,1526814000,40.45,115.97,Suburban Stations,26,29,18,0.4,116,2,CLOUDY,14,938.9,81.45,123.91,7.69
dingling_aq,2018-05-20 11:00:00,1526814000,40.29,116.22,Other Stations,7,20,14,0.4,80,2,CLOUDY,16.84,976.14,74.39,114.2,5.72
badaling_aq,2018-05-20 11:00:00,1526814000,40.37,115.99,Other Stations,34,41,22,0.6,98,2,CLOUDY,14.42,945.65,80.62,120.36,7.64
miyunshuiku_aq,2018-05-20 11:00:00,1526814000,40.5,116.91,Other Stations,13,23,8,0.4,112,2,CLOUDY,17,982.01,75.71,169.12,4.42
donggaocun_aq,2018-05-20 11:00:00,1526814000,40.1,117.12,Other Stations,69,74,44,1.5,59,13,CLOUDY,18.86,1000.12,66.05,117.21,5.17
yongledian_aq,2018-05-20 11:00:00,1526814000,39.71,116.78,Other Stations,83,85,43,1.6,47,6,CLOUDY,18.83,1014.56,59.27,125.17,7.17
yufa_aq,2018-05-20 11:00:00,1526814000,39.52,116.3,Other Stations,63,,33,1.5,55,2,CLOUDY,17.99,1013.03,64.5,59.1,3.38
liulihe_aq,2018-05-20 11:00:00,1526814000,39.58,116,Other Stations,20,51,19,0.4,106,2,PARTLY_CLOUDY_DAY,17.79,1004.66,65.8,44.04,2.27
qianmen_aq,2018-05-20 11:00:00,1526814000,39.9,116.39,Stations Near Traffic,89,130,77,2.2,23,4,CLOUDY,18,1011.65,61.09,86.17,3.79
yongdingmennei_aq,2018-05-20 11:00:00,1526814000,39.88,116.39,Stations Near Traffic,93,114,72,2,14,5,CLOUDY,18,1011.38,61.25,88.79,3.72
xizhimenbei_aq,2018-05-20 11:00:00,1526814000,39.95,116.35,Stations Near Traffic,60,81,64,1.3,47,3,CLOUDY,17.86,1008.06,62.13,92.67,4.08
nansanhuan_aq,2018-05-20 11:00:00,1526814000,39.86,116.37,Stations Near Traffic,90,106,82,1.9,16,8,CLOUDY,18,1011.17,61.45,92.08,3.56
dongsihuan_aq,2018-05-20 11:00:00,1526814000,39.94,116.48,Stations Near Traffic,48,82,87,1.7,16,9,CLOUDY,18,1012.4,61.17,82.52,3.91
dongsi_aq,2018-05-20 12:00:00,1526817600,39.93,116.42,Urban Stations,71,114,73,2.4,24,14,CLOUDY,17.87,1010.99,63.1,83.04,4.16
tiantan_aq,2018-05-20 12:00:00,1526817600,39.89,116.41,Urban Stations,86,104,78,3.1,11,6,CLOUDY,17.95,1011.28,63.07,85.02,3.95
guanyuan_aq,2018-05-20 12:00:00,1526817600,39.93,116.34,Urban Stations,99,113,60,2.2,23,7,CLOUDY,17.72,1008.98,63.42,88.69,3.99
wanshouxigong_aq,2018-05-20 12:00:00,1526817600,39.88,116.35,Urban Stations,78,151,59,2.8,15,6,CLOUDY,17.85,1010.48,63.26,88.32,3.81
aotizhongxin_aq,2018-05-20 12:00:00,1526817600,39.98,116.4,Urban Stations,72,93,68,2.2,22,7,CLOUDY,17.8,1009.98,63.27,79.2,4.41
nongzhanguan_aq,2018-05-20 12:00:00,1526817600,39.94,116.46,Urban Stations,61,89,70,2.7,17,11,CLOUDY,18,1012.29,62.65,79.89,4.3
wanliu_aq,2018-05-20 12:00:00,1526817600,39.99,116.29,Urban Stations,63,,44,1.1,59,2,CLOUDY,17.22,1005.86,64.41,90.25,4.44
beibuxinqu_aq,2018-05-20 12:00:00,1526817600,40.09,116.17,Urban Stations,33,48,35,0.7,73,2,CLOUDY,17,992.64,69.14,101.92,4.98
zhiwuyuan_aq,2018-05-20 12:00:00,1526817600,40,116.21,Urban Stations,,,,,,,CLOUDY,17.04,997.27,67.02,102.31,4.66
fengtaihuayuan_aq,2018-05-20 12:00:00,1526817600,39.86,116.28,Urban Stations,73,90,54,1.6,44,3,CLOUDY,17.63,1008.59,63.59,93.26,3.49
yungang_aq,2018-05-20 12:00:00,1526817600,39.82,116.15,Urban Stations,24,27,13,0.5,71,2,CLOUDY,17.07,1000.4,66.22,108.77,2.57
gucheng_aq,2018-05-20 12:00:00,1526817600,39.91,116.18,Urban Stations,40,,41,0.6,78,2,CLOUDY,17.13,1002.18,65.07,101.84,3.68
fangshan_aq,2018-05-20 12:00:00,1526817600,39.74,116.14,Suburban Stations,28,45,47,0.5,83,2,CLOUDY,17,1003.07,66.26,93.7,1.9
daxing_aq,2018-05-20 12:00:00,1526817600,39.72,116.4,Suburban Stations,,,,,,,CLOUDY,18,1012.61,64.82,94.55,3.24
yizhuang_aq,2018-05-20 12:00:00,1526817600,39.8,116.51,Suburban Stations,78,87,78,3.2,12,14,CLOUDY,18,1012.9,64.57,94.08,3.91
tongzhou_aq,2018-05-20 12:00:00,1526817600,39.89,116.66,Suburban Stations,78,97,47,1.8,41,9,CLOUDY,18,1014.01,63.49,90.38,5.16
shunyi_aq,2018-05-20 12:00:00,1526817600,40.13,116.66,Suburban Stations,28,31,22,0.7,90,2,CLOUDY,17.69,1012.11,65.63,67.85,4.2
pingchang_aq,2018-05-20 12:00:00,1526817600,40.22,116.23,Suburban Stations,37,48,30,0.8,72,2,CLOUDY,17,990.19,71.27,98.86,5
mentougou_aq,2018-05-20 12:00:00,1526817600,39.94,116.11,Suburban Stations,32,39,34,0.5,102,2,CLOUDY,17,988.75,69.91,116.83,4
pinggu_aq,2018-05-20 12:00:00,1526817600,40.14,117.1,Suburban Stations,59,,50,1.8,53,20,CLOUDY,18.87,999.02,69.81,104.81,4.75
huairou_aq,2018-05-20 12:00:00,1526817600,40.33,116.63,Suburban Stations,16,35,12,0.5,85,2,CLOUDY,16.14,992.36,74.05,94.34,2.82
miyun_aq,2018-05-20 12:00:00,1526817600,40.37,116.83,Suburban Stations,24,,15,0.6,100,2,CLOUDY,16.85,992.57,73.75,115.36,2.69
yanqin_aq,2018-05-20 12:00:00,1526817600,40.45,115.97,Suburban Stations,32,,16,0.4,111,2,CLOUDY,14,939.15,83.69,122.29,6.65
dingling_aq,2018-05-20 12:00:00,1526817600,40.29,116.22,Other Stations,9,19,15,0.4,75,2,CLOUDY,16.84,976.29,75.73,107.55,5.14
badaling_aq,2018-05-20 12:00:00,1526817600,40.37,115.99,Other Stations,37,56,34,0.6,83,2,CLOUDY,14.42,945.88,82.49,118.43,6.7
miyunshuiku_aq,2018-05-20 12:00:00,1526817600,40.5,116.91,Other Stations,17,22,11,0.5,97,2,CLOUDY,17,982.42,77.56,151.66,3.36
donggaocun_aq,2018-05-20 12:00:00,1526817600,40.1,117.12,Other Stations,68,76,43,1.4,59,12,CLOUDY,18.8,1002.14,68.54,106.95,5.16
yongledian_aq,2018-05-20 12:00:00,1526817600,39.71,116.78,Other Stations,88,,52,1.4,35,5,CLOUDY,18,1014.91,62.88,125.55,7.77
yufa_aq,2018-05-20 12:00:00,1526817600,39.52,116.3,Other Stations,63,81,39,1.7,34,2,CLOUDY,17.99,1013.27,67.34,61.89,3.24
liulihe_aq,2018-05-20 12:00:00,1526817600,39.58,116,Other Stations,27,58,20,0.5,92,2,CLOUDY,17,1004.86,68.8,86.7,2.43
qianmen_aq,2018-05-20 12:00:00,1526817600,39.9,116.39,Stations Near Traffic,95,122,92,3.2,10,8,CLOUDY,17.97,1011.21,63.03,84.79,3.95
yongdingmennei_aq,2018-05-20 12:00:00,1526817600,39.88,116.39,Stations Near Traffic,,,,,,,CLOUDY,17.94,1011.25,63.12,85.57,3.92
xizhimenbei_aq,2018-05-20 12:00:00,1526817600,39.95,116.35,Stations Near Traffic,62,92,75,2.1,28,3,CLOUDY,17.54,1008.11,63.68,86.02,4.3
nansanhuan_aq,2018-05-20 12:00:00,1526817600,39.86,116.37,Stations Near Traffic,94,123,88,2.8,8,13,CLOUDY,17.93,1011.15,63.45,88.38,3.72
dongsihuan_aq,2018-05-20 12:00:00,1526817600,39.94,116.48,Stations Near Traffic,80,109,98,3,2,17,CLOUDY,18,1012.55,62.69,77.8,4.36
dongsi_aq,2018-05-20 13:00:00,1526821200,39.93,116.42,Urban Stations,86,134,82,3.1,19,25,CLOUDY,17.84,1011.34,64,97.13,4.88
tiantan_aq,2018-05-20 13:00:00,1526821200,39.89,116.41,Urban Stations,81,110,79,3.1,8,8,CLOUDY,17.88,1011.6,64.04,99.96,4.76
guanyuan_aq,2018-05-20 13:00:00,1526821200,39.93,116.34,Urban Stations,92,107,71,2.6,11,10,CLOUDY,17.5,1009.72,64.03,99.36,4.75
wanshouxigong_aq,2018-05-20 13:00:00,1526821200,39.88,116.35,Urban Stations,84,141,70,3.7,5,12,CLOUDY,17.66,1010.81,64.16,101.62,4.67
aotizhongxin_aq,2018-05-20 13:00:00,1526821200,39.98,116.4,Urban Stations,41,62,56,1,48,4,CLOUDY,17.8,1010.35,63.75,91.07,5
nongzhanguan_aq,2018-05-20 13:00:00,1526821200,39.94,116.46,Urban Stations,78,106,80,2.9,6,18,CLOUDY,17.93,1012.61,63.88,97.1,5.02
wanliu_aq,2018-05-20 13:00:00,1526821200,39.99,116.29,Urban Stations,69,69,46,1.2,48,2,CLOUDY,17.18,1006.73,64.55,94.84,4.96
beibuxinqu_aq,2018-05-20 13:00:00,1526821200,40.09,116.17,Urban Stations,36,53,39,0.7,56,2,CLOUDY,17,993.07,69.89,99.47,5.08
zhiwuyuan_aq,2018-05-20 13:00:00,1526821200,40,116.21,Urban Stations,,,,,,,CLOUDY,17,1001.14,65.99,99.81,5.02
fengtaihuayuan_aq,2018-05-20 13:00:00,1526821200,39.86,116.28,Urban Stations,98,127,72,2.8,15,10,CLOUDY,17.38,1009.5,64.21,104.17,4.34
yungang_aq,2018-05-20 13:00:00,1526821200,39.82,116.15,Urban Stations,30,34,18,0.5,57,2,CLOUDY,17.07,1000.6,67.12,117.11,3.32
gucheng_aq,2018-05-20 13:00:00,1526821200,39.91,116.18,Urban Stations,48,,37,0.6,71,2,CLOUDY,17.05,1002.7,65.64,106.35,4.38
fangshan_aq,2018-05-20 13:00:00,1526821200,39.74,116.14,Suburban Stations,32,55,54,0.6,61,2,CLOUDY,17.07,1003.36,67.2,112.72,2.61
daxing_aq,2018-05-20 13:00:00,1526821200,39.72,116.4,Suburban Stations,,,,,,,CLOUDY,18,1012.92,66.08,114.42,4.55
yizhuang_aq,2018-05-20 13:00:00,1526821200,39.8,116.51,Suburban Stations,79,82,48,1.8,36,8,CLOUDY,18,1013.24,65.8,111.77,5.09
tongzhou_aq,2018-05-20 13:00:00,1526821200,39.89,116.66,Suburban Stations,84,93,42,1.5,39,5,CLOUDY,18,1014.33,65.47,106.41,6.11
shunyi_aq,2018-05-20 13:00:00,1526821200,40.13,116.66,Suburban Stations,32,43,26,0.7,79,2,CLOUDY,17.76,1012.45,66.85,83.44,4.73
pingchang_aq,2018-05-20 13:00:00,1526821200,40.22,116.23,Suburban Stations,42,53,28,0.9,68,3,CLOUDY,17,991.3,71.8,93.71,4.96
mentougou_aq,2018-05-20 13:00:00,1526821200,39.94,116.11,Suburban Stations,37,43,31,0.5,95,2,CLOUDY,17,988.5,70.7,116.25,4.39
pinggu_aq,2018-05-20 13:00:00,1526821200,40.14,117.1,Suburban Stations,61,,46,1.9,50,20,CLOUDY,18,998.81,71.84,112.93,5.66
huairou_aq,2018-05-20 13:00:00,1526821200,40.33,116.63,Suburban Stations,23,41,17,0.7,64,2,CLOUDY,16.14,994.21,74.48,91.88,3.19
miyun_aq,2018-05-20 13:00:00,1526821200,40.37,116.83,Suburban Stations,31,42,21,0.9,84,2,CLOUDY,16.85,993.41,74.54,109.81,3.11
yanqin_aq,2018-05-20 13:00:00,1526821200,40.45,115.97,Suburban Stations,32,,17,0.5,96,2,CLOUDY,13,939.45,84.89,117.5,5.89
dingling_aq,2018-05-20 13:00:00,1526821200,40.29,116.22,Other Stations,24,36,25,0.7,63,2,CLOUDY,16.79,977.46,76.37,99.95,4.82
badaling_aq,2018-05-20 13:00:00,1526821200,40.37,115.99,Other Stations,41,43,32,0.7,70,2,CLOUDY,13.56,947.27,83.24,112.82,5.97
miyunshuiku_aq,2018-05-20 13:00:00,1526821200,40.5,116.91,Other Stations,23,33,14,0.7,88,2,CLOUDY,17,982.69,78.67,138.25,3.14
donggaocun_aq,2018-05-20 13:00:00,1526821200,40.1,117.12,Other Stations,74,75,41,1.4,54,10,CLOUDY,18,1000.78,71.22,115.25,6.04
yongledian_aq,2018-05-20 13:00:00,1526821200,39.71,116.78,Other Stations,80,,43,1,43,4,CLOUDY,18.24,1015.29,65.86,129.14,8.89
yufa_aq,2018-05-20 13:00:00,1526821200,39.52,116.3,Other Stations,75,93,47,2.2,19,3,CLOUDY,17.29,1013.71,69.29,99.14,3.95
liulihe_aq,2018-05-20 13:00:00,1526821200,39.58,116,Other Stations,29,53,25,0.5,76,2,CLOUDY,17,1005.2,69.98,37.05,2.21
qianmen_aq,2018-05-20 13:00:00,1526821200,39.9,116.39,Stations Near Traffic,93,116,100,3.4,3,11,CLOUDY,17.93,1011.52,64,99.52,4.75
yongdingmennei_aq,2018-05-20 13:00:00,1526821200,39.88,116.39,Stations Near Traffic,106,111,85,3.3,2,8,CLOUDY,17.85,1011.57,64.07,100.46,4.75
xizhimenbei_aq,2018-05-20 13:00:00,1526821200,39.95,116.35,Stations Near Traffic,88,104,88,2.8,12,4,CLOUDY,17.46,1008.87,64.06,94.39,4.9
nansanhuan_aq,2018-05-20 13:00:00,1526821200,39.86,116.37,Stations Near Traffic,94,121,88,3.4,5,18,CLOUDY,17.8,1011.5,64.39,103.45,4.66
dongsihuan_aq,2018-05-20 13:00:00,1526821200,39.94,116.48,Stations Near Traffic,87,126,95,2.8,2,19,CLOUDY,18,1012.82,64,95.48,5.04
dongsi_aq,2018-05-20 14:00:00,1526824800,39.93,116.42,Urban Stations,80,115,76,2.3,20,18,CLOUDY,17.46,1011.7,64.22,114.81,6.28
tiantan_aq,2018-05-20 14:00:00,1526824800,39.89,116.41,Urban Stations,82,94,48,1.7,32,3,CLOUDY,17.69,1011.98,64.33,117.69,6.31
guanyuan_aq,2018-05-20 14:00:00,1526824800,39.93,116.34,Urban Stations,89,100,71,2,14,10,CLOUDY,17.54,1010.26,64.33,114.7,6.06
wanshouxigong_aq,2018-05-20 14:00:00,1526824800,39.88,116.35,Urban Stations,83,141,57,2.5,20,10,CLOUDY,17.63,1011.29,64.58,118.13,6.2
aotizhongxin_aq,2018-05-20 14:00:00,1526824800,39.98,116.4,Urban Stations,36,39,50,0.6,56,2,CLOUDY,17.11,1010.66,63.8,108.64,6.05
nongzhanguan_aq,2018-05-20 14:00:00,1526824800,39.94,116.46,Urban Stations,70,92,71,1.9,15,11,CLOUDY,17.37,1012.96,64.25,116.19,6.53
wanliu_aq,2018-05-20 14:00:00,1526824800,39.99,116.29,Urban Stations,62,,54,1,38,2,CLOUDY,17.02,1007.31,64.77,107.21,5.85
beibuxinqu_aq,2018-05-20 14:00:00,1526824800,40.09,116.17,Urban Stations,43,55,45,0.9,44,2,CLOUDY,16.37,993.88,70.49,101.48,5.42
zhiwuyuan_aq,2018-05-20 14:00:00,1526824800,40,116.21,Urban Stations,,,,,,,CLOUDY,16.95,1002.22,66.79,105.66,5.65
fengtaihuayuan_aq,2018-05-20 14:00:00,1526824800,39.86,116.28,Urban Stations,82,98,65,1.6,31,5,CLOUDY,17.63,1009.85,64.76,118.67,5.87
yungang_aq,2018-05-20 14:00:00,1526824800,39.82,116.15,Urban Stations,39,,31,0.5,33,2,CLOUDY,17.07,1000.79,67.54,125.87,4.75
gucheng_aq,2018-05-20 14:00:00,1526824800,39.91,116.18,Urban Stations,57,,33,0.6,68,2,CLOUDY,17.13,1003.54,66.1,115.97,5.47
fangshan_aq,2018-05-20 14:00:00,1526824800,39.74,116.14,Suburban Stations,41,58,56,0.6,51,2,CLOUDY,17,1003.7,67.5,126.14,4.19
daxing_aq,2018-05-20 14:00:00,1526824800,39.72,116.4,Suburban Stations,,,,,,,CLOUDY,17.94,1013.34,67.32,129.29,6.72
yizhuang_aq,2018-05-20 14:00:00,1526824800,39.8,116.51,Suburban Stations,81,,50,1.7,29,5,CLOUDY,17.3,1013.6,66.92,127.48,7.19
tongzhou_aq,2018-05-20 14:00:00,1526824800,39.89,116.66,Suburban Stations,86,90,39,1.4,37,5,CLOUDY,17.77,1014.69,66.75,123.74,8.06
shunyi_aq,2018-05-20 14:00:00,1526824800,40.13,116.66,Suburban Stations,29,32,26,0.8,73,2,CLOUDY,16.81,1012.7,67.33,108.55,5.84
pingchang_aq,2018-05-20 14:00:00,1526824800,40.22,116.23,Suburban Stations,47,49,21,0.8,67,2,CLOUDY,16,991.76,72.35,93.72,5.1
mentougou_aq,2018-05-20 14:00:00,1526824800,39.94,116.11,Suburban Stations,39,,31,0.5,84,2,CLOUDY,17,989.17,71.39,119.28,5.1
pinggu_aq,2018-05-20 14:00:00,1526824800,40.14,117.1,Suburban Stations,50,58,40,1.6,48,16,CLOUDY,18,1000.38,72.7,125.13,7.5
huairou_aq,2018-05-20 14:00:00,1526824800,40.33,116.63,Suburban Stations,27,59,22,1.3,53,2,CLOUDY,16.07,992.85,75.63,107.55,3.64
miyun_aq,2018-05-20 14:00:00,1526824800,40.37,116.83,Suburban Stations,50,,27,1.6,57,2,CLOUDY,16,993.09,75.53,121.41,3.82
yanqin_aq,2018-05-20 14:00:00,1526824800,40.45,115.97,Suburban Stations,45,,18,0.7,78,2,CLOUDY,13,939.71,85.89,112.02,5.53
dingling_aq,2018-05-20 14:00:00,1526824800,40.29,116.22,Other Stations,25,38,18,0.8,63,2,CLOUDY,15.84,977.83,77.17,96.13,4.78
badaling_aq,2018-05-20 14:00:00,1526824800,40.37,115.99,Other Stations,45,,23,0.7,61,2,CLOUDY,13.42,947.51,84.33,107.36,5.64
miyunshuiku_aq,2018-05-20 14:00:00,1526824800,40.5,116.91,Other Stations,43,58,25,1.5,63,5,CLOUDY,16,982.92,78.93,136.29,3.42
donggaocun_aq,2018-05-20 14:00:00,1526824800,40.1,117.12,Other Stations,83,,40,1.3,46,9,CLOUDY,18,1003.27,71.97,126.32,8.04
yongledian_aq,2018-05-20 14:00:00,1526824800,39.71,116.78,Other Stations,54,,35,0.9,53,4,CLOUDY,18,1015.67,67.99,133.53,10.35
yufa_aq,2018-05-20 14:00:00,1526824800,39.52,116.3,Other Stations,89,100,65,2.6,5,3,CLOUDY,16.52,1014.01,70.48,121.91,5.86
liulihe_aq,2018-05-20 14:00:00,1526824800,39.58,116,Other Stations,37,54,22,0.5,82,2,CLOUDY,16.63,1005.59,70.48,85.02,2.25
qianmen_aq,2018-05-20 14:00:00,1526824800,39.9,116.39,Stations Near Traffic,87,112,81,2.1,15,9,CLOUDY,17.85,1011.85,64.13,117.26,6.25
yongdingmennei_aq,2018-05-20 14:00:00,1526824800,39.88,116.39,Stations Near Traffic,101,,64,1.9,15,7,CLOUDY,17.66,1011.97,64.46,118.14,6.32
xizhimenbei_aq,2018-05-20 14:00:00,1526824800,39.95,116.35,Stations Near Traffic,56,67,77,1.6,26,4,CLOUDY,17.23,1009.28,64.2,109.36,5.93
nansanhuan_aq,2018-05-20 14:00:00,1526824800,39.86,116.37,Stations Near Traffic,97,113,77,2.4,11,13,CLOUDY,17.7,1011.91,65,120.43,6.35
dongsihuan_aq,2018-05-20 14:00:00,1526824800,39.94,116.48,Stations Near Traffic,53,101,84,1.4,11,9,CLOUDY,17.26,1013.25,64.37,115.25,6.53
dongsi_aq,2018-05-20 15:00:00,1526828400,39.93,116.42,Urban Stations,77,94,70,1.7,19,6,CLOUDY,17.24,1011.95,64.89,127.52,7.77
tiantan_aq,2018-05-20 15:00:00,1526828400,39.89,116.41,Urban Stations,79,,46,1.4,31,2,CLOUDY,17.5,1012.24,64.98,129.58,7.92
guanyuan_aq,2018-05-20 15:00:00,1526828400,39.93,116.34,Urban Stations,70,,63,1.3,20,2,CLOUDY,17.37,1009.96,64.96,126.57,7.41
